Br76,,Br96,
X,Y,X,Y
0.7905790579057914,0.9957492932391832,3.5458545854585477,0.9951610654023149
2.3857385738573864,1.0058594591853551,4.705970597059707,0.9985985218240134
3.9808980898089814,1.0224033670972732,7.122878954562124,0.9989355273555525
5.576057605760576,1.0330649966405092,9.829816314964832,0.9921954167247711
7.171217121712173,1.024609221485529,11.924470224800258,0.9728737662498644
8.621362136213621,0.9937681092052868,13.487404295985153,0.9540014564836765
9.781478147814783,0.9481921230352413,15.14701470147015,0.9247943104169571
10.651565156515653,0.9029563519732254,16.5971597159716,0.8891466141919356
11.37663766376638,0.8560451819829871,18.264826482648267,0.8404755264258821
12.02920292029203,0.812571468414447,19.642464246424645,0.7933621531167201
12.609260926092611,0.7685922465485985,20.823296615375824,0.747818262711583
13.189318931893192,0.7205689583042811,21.96269626962696,0.7037668253746903
13.769376937693773,0.6725456700599637,22.97779777977798,0.6580785040274651
14.34943494349435,0.6230058569237205,24.065406540654067,0.6075036024729233
14.85698569856986,0.5783526239947938,25.08050805080508,0.5655464137963091
15.364536453645366,0.5335308883000975,26.023102310231025,0.5204358162174366
15.944594459445947,0.4789359921907683,26.965696569656963,0.47472342304653015
16.524652465246525,0.42636312927067355,27.835783578357834,0.43242922883837687
17.104710471047106,0.3748012829451959,28.850885088508853,0.38373192953098134
17.684768476847687,0.32627248640356976,29.822482248224823,0.34083112536605764
18.264826482648267,0.27824919815925253,30.736073607360737,0.29964904941198345
18.917391739173922,0.22759726676893033,31.823682368236824,0.2528801706461725
19.642464246424645,0.1782596569516104,33.00451473718801,0.20812797577544462
20.44004400440044,0.1284502393901361,34.28892889288929,0.16046576488634767
21.382638263826387,0.0816064705062054,35.73907390739074,0.11598103472319043
22.68776877687769,0.0347320647557714,37.18921892189219,0.07609183453556612
24.282928292829283,0.011570593679086194,38.76826571546044,0.041839817784595335
25.878087808780876,0.010100024086915571,40.14751475147514,0.03146004741319208
27.473247324732476,0.010835308883000883,,
29.06840684068407,0.010835308883000883,,
30.663566356635663,0.010835308883000883,,
32.25872587258726,0.010835308883000883,,
33.853885388538856,0.010835308883000883,,
35.44904490449045,0.010835308883000883,,
37.04420442044204,0.010835308883000883,,
38.63936393639364,0.010283845285937065,,
40.234523452345236,0.010467666484958338,,
41.82968296829683,0.010835308883000883,,
43.42484248424843,0.010835308883000883,,
45.02000200020002,0.010835308883000883,,
46.615161516151616,0.010835308883000883,,
48.21032103210321,0.010835308883000883,,
49.80548054805481,0.010835308883000883,,
51.4006400640064,0.010835308883000883,,
52.995799579957996,0.010835308883000883,,
54.59095909590959,0.010835308883000883,,
56.18611861186118,0.010835308883000883,,
57.78127812781279,0.010835308883000883,,
59.231423142314235,0.010385968174282167,,
