WFBP,,QIR1,,QIR3,
X,Y,X,Y,X,Y
0.002281420765027492,0.8893442622950829,-0.0034221311475409466,0.277631407754356,-0.002330601092896123,0.16830601092895847
0.004836065573770504,4.941029143898064,0.007363387978142066,4.4549180327868925,0.015286885245901605,5.435450819672141
0.008155737704918009,8.020491803278688,0.015049180327868839,8.448360655737716,0.023606557377049142,7.58469945355192
0.012909836065573749,10.932377049180332,0.021823770491803257,11.883196721311478,0.05252732240437155,11.756420765027315
0.018852459016393402,13.844262295081975,0.03243559718969549,18.47764860042379,0.0777693208430913,13.793325526932065
0.03461604831751508,22.657976395907816,0.05688524590163932,21.028233151183983,0.09993624772313292,16.858561020036447
0.024795081967213084,16.81557377049181,0.07556206088992973,23.721588881454224,0.13295081967213113,19.916542473919534
0.028360655737704882,18.717213114754102,0.09322014051522248,27.134514051522252,0.15846448087431686,21.049362477231327
0.052368852459016346,25.448087431694,0.11155737704918028,32.90301729236156,0.18616015132408575,23.246406052963437
0.07295862607338013,28.612340619307837,0.10680327868852457,30.410031225605003,0.2113934426229508,23.838673621460515
0.08897540983606556,33.1875,0.13321493624772313,34.44535519125683,0.23626103404791926,23.657208911307272
0.09848360655737703,36.010245901639344,0.15058060109289612,36.801746682279465,0.26046252927400465,21.27367291178767
0.11305867126833474,40.28422798800279,0.17240983606557375,38.86270491803279,0.28508196721311474,19.98431238615663
0.13176229508196718,42.84426229508197,0.18762295081967212,41.578818039883615,0.30970140515222483,18.380545332887237
0.15015612802498046,45.45342412921454,0.22565573770491804,42.975120052988906,0.33202868852459017,15.20389669529014
0.1677151639344262,48.372666211293264,0.24269125683060105,41.9106102003643,0.3611475409836065,13.036605812220571
0.18705698672911786,51.77703524032564,0.26131147540983607,39.079580642490484,0.38576697892271666,11.636059068436126
0.21436475409836064,53.81618364558939,0.27985245901639344,37.22032786885246,0.41435687263556115,10.21469104665826
0.23382684426229505,54.23153054254487,0.2969672131147541,35.099095167127956,0.43940731399747773,8.540699873896585
0.2521428571428571,51.03025909817479,0.3081454918032787,33.430392922196205,0.4637002341920375,7.080283957845438
0.2704052823315119,48.62646586867898,0.32034153005464483,31.055859137826353,0.4681147540983606,59.04061102831595
0.29934426229508193,45.119309310907674,0.3404854981084489,25.49408890290038,0.49239461358313813,5.783518735363003
0.3089617486338798,43.20081967213115,0.3567896174863388,24.384335154826957,0.4933480453972258,59.09962168978562
0.31954918032786883,39.99180327868853,0.3754098360655737,22.394950677737555,0.5180327868852459,5.0059612518628995
0.32786885245901637,37.53551912568306,0.39680327868852455,20.838305035128812,0.5144672131147541,59.02800546448087
0.34125539257981014,32.81508073462345,0.419230093676815,18.393946554031444,0.5425346784363179,4.116645649432542
0.33262295081967214,35.74282786885246,0.4407786885245902,15.70628415300547,0.5705107187894074,3.151604315538748
0.3570725995316159,31.145129363220697,0.45484289617486345,13.811627200971486,0.5981210592686002,2.443568726355622
0.37303278688524594,28.94292653309048,0.4673833543505676,66.22894073139975,0.6216325136612022,2.0679644808743234
0.395784543325527,26.639578454332558,0.47381967213114745,12.229234972677588,0.6482611241217799,1.604581381733027
0.42013563622170186,23.509311921489918,0.49316519546027743,66.29095733501471,0.6769555035128805,1.373243559718972
0.4419672131147541,19.858574030705185,0.4922509457755359,10.63260623711443,0.7010655737704918,1.1594634873323457
0.45511089681774336,17.91254821600772,0.5132786885245901,66.36007025761124,0.7267037470725994,0.9317915690866556
0.4728688524590164,15.941393442622939,0.5145752608047691,9.207755837059125,0.7553981264637002,0.7789812646370109
0.49188524590163935,13.612317200104087,0.5498852459016392,7.1315320062451235,0.7795081967213116,0.7812965722801835
0.516712204007286,11.885271922976855,0.5913251366120218,4.5986729117876735,0.8046370023419203,0.5922131147541023
0.5340238450074517,10.25512383791073,0.6740536512667661,2.0266233766233768,0.833331381733021,0.5316549570648021
0.551311475409836,9.11868852459017,0.7328315946348734,1.145162692498758,0.857950819672131,0.6624441132637884
0.5703278688524589,7.830327868852464,0.7818852459016394,0.755129920820778,0.8825702576112411,0.5005269320843269
0.5964754098360656,5.875745156482864,0.8333159463487332,0.7223848555815806,0.9112646370023418,0.4139344262295168
0.6202459016393442,4.5782179720704335,0.8932408575031525,0.49255989911728193,0.9363934426229508,0.5435916542474075
0.6463934426229507,3.5814083457526067,0.9478464977645304,0.3865623447590849,0.9603224043715846,0.3564890710382542
0.6722768670309653,2.7998633879781494,0.9758128415300547,0.45086358313818664,0.9891978922716627,0.4012002341920322
0.6975,2.4930327868852515,1.001592505854801,0.5272080963532915,1.0077049180327868,0.5327868852459119
0.7291147540983607,1.9872950819672042,,,,
0.7557377049180327,1.6618852459016438,,,,
0.7815456674473067,1.2661007025761108,,,,
0.8075573770491804,0.9528688524590052,,,,
0.8378779599271402,0.6605191256830665,,,,
0.8627049180327868,0.4723360655737707,,,,
