NR mode FBP,,HR mode FBP,,NR mode FIRST Body,,HR mode FIRST Body,
X,Y,X,Y,X,Y,X,Y
0.44725529100529116,0.9907183344233703,0.8308531746031749,0.9904022236756049,0.34176587301587347,1.0014028776978416,0.6870039682539684,0.998621103117506
0.9507275132275135,0.9647182254196642,1.358300264550265,0.9750708524089818,3.8900462962962967,0.808285371702638,1.2144510582010586,0.9899280575539567
1.382275132275132,0.9264688249400479,1.8857473544973544,0.9519947678221059,4.514991181657848,0.7480715427657876,1.741898148148148,0.9761772400261608
1.741898148148148,0.885859883521754,2.4131944444444446,0.9232286897754522,4.88260582010582,0.7088953836930457,2.269345238095238,0.9610039241334205
2.053571428571429,0.8447541966426858,2.940641534391534,0.888298452147373,5.266203703703704,0.6701963429256597,2.7967923280423284,0.9410889470241989
2.317294973544974,0.8045923261390886,3.4201388888888884,0.8508393285371703,5.62582671957672,0.6312949640287773,3.3242394179894177,0.9180128624373228
2.557043650793651,0.7670383693045563,3.851686507936508,0.8146826982858159,5.985449735449736,0.5900179856115109,3.851686507936508,0.890985393503379
2.7967923280423284,0.7260071942446044,4.2832341269841265,0.7743405275779376,6.345072751322752,0.5455892428914011,4.379133597883598,0.8607968170917811
3.0365410052910056,0.6849760191846523,4.690806878306878,0.7352218225419663,6.680720899470899,0.5080849606029463,4.906580687830688,0.8280793546980597
3.276289682539683,0.6411630695443644,5.074404761904761,0.6963204436450838,7.0403439153439145,0.46877997601918464,5.434027777777777,0.7936232831916286
3.492063492063492,0.6013489208633094,5.458002645502646,0.6569844124700239,7.39996693121693,0.4288540596094552,5.961474867724867,0.7555319380858948
3.6838624338624335,0.5648381294964029,5.841600529100528,0.6160184352517986,7.759589947089946,0.38989058752997585,6.488921957671957,0.7172825376062785
3.875661375661376,0.5287619904076737,6.225198412698413,0.5741831534772182,8.14318783068783,0.3499025779376499,6.992394179894179,0.6795863309352517
4.091435185185185,0.48851318944844113,6.608796296296296,0.5324565347721821,8.526785714285714,0.3088279376498799,7.471891534391533,0.6416846522781774
4.331183862433862,0.44400479616306954,6.992394179894179,0.4911645683453236,8.910383597883596,0.2697092326139088,7.9513888888888875,0.603609112709832
4.5709325396825395,0.4001223021582734,7.375992063492063,0.44965527577937636,9.293981481481481,0.23211181055155872,8.430886243386242,0.5660551558752998
4.810681216931217,0.3570743405275778,7.759589947089946,0.4085806354916066,9.701554232804233,0.19383826272315474,8.910383597883596,0.5278057553956834
5.050429894179894,0.31569544364508384,8.14318783068783,0.3692446043165467,10.133101851851851,0.15655475619504378,9.38988095238095,0.490251798561151
5.290178571428571,0.2764028776978418,8.55076058201058,0.32925659472422053,10.612599206349206,0.1188848920863308,9.869378306878305,0.4533932853717024
5.529927248677248,0.23815347721822544,8.982308201058201,0.2877231548094856,11.140046296296296,0.08110965772836254,10.34887566137566,0.4165347721822541
5.793650793650793,0.20088928856914445,9.41385582010582,0.24850786037836392,11.667493386243384,0.04775997383911057,10.852347883597883,0.37967625899280577
6.105324074074074,0.15812778348749568,9.869378306878305,0.21033573141486794,12.194940476190474,0.021459559625027103,11.379794973544973,0.3426913015042512
6.440972222222221,0.11714628297362095,10.372850529100528,0.17104316546762588,12.530588624338623,0.007613908872901476,11.907242063492061,0.30728689775452356
6.824570105820106,0.07754463096189701,10.900297619047619,0.13326793110965762,0.8928571428571432,0.9870503597122302,12.434689153439152,0.272988881621975
7.3040674603174605,0.03906692827556135,11.427744708994707,0.1005504687159362,1.666666666666667,0.9611510791366906,12.962136243386244,0.24074558534990187
7.71164021164021,0.018335331734612215,11.955191798941797,0.07241661216481354,2.2023809523809526,0.937410071942446,13.489583333333332,0.21150534118160014
,,12.48263888888889,0.04791802921299304,2.678571428571429,0.9071942446043165,14.01703042328042,0.18352954000435995
,,13.010085978835978,0.028319162851536683,3.095238095238095,0.874820143884892,14.544477513227513,0.1583987355570089
,,13.537533068783066,0.01456834532374085,3.3928571428571423,0.8510791366906475,15.071924603174601,0.13500654022236747
,,14.064980158730158,0.007771964246784391,3.6904761904761907,0.8251798561151078,15.599371693121693,0.11414323086984934
,,14.592427248677247,0.013778068454327164,4.2261904761904745,0.7776978417266188,16.12681878306878,0.09549269675168937
,,15.119874338624339,0.019942228035753073,1.25,0.9784172661870504,16.65426587301587,0.07842271637235654
,,15.647321428571427,0.022629169391759296,2.44047619047619,0.9223021582733812,17.181712962962962,0.06340745585349894
,,16.174768518518515,0.02247111401787638,1.9047619047619042,0.9525179856115107,17.70916005291005,0.05044691519511657
,,16.702215608465607,0.020732504905166538,,,18.236607142857142,0.03938303902332674
,,17.229662698412696,0.01725528667974685,,,18.76405423280423,0.029425550468715755
,,17.757109788359788,0.012987791584913921,,,19.29150132275132,0.02136472640069753
,,18.284556878306876,0.007930019620666862,,,19.81894841269841,0.013461957706562
,,18.66815476190476,0.007961630695443533,,,20.3463955026455,0.00824613036843247
,,,,,,20.87384259259259,0.007613908872901476
,,,,,,21.161541005291003,0.005875299760191632
