         6384841 function calls (6246808 primitive calls) in 1127.106 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 misc.py:40(StringLiteral)
       10    0.000    0.000    0.000    0.000 misc.py:112(key)
        1    0.000    0.000    0.000    0.000 misc.py:101(VarArg)
        1    0.000    0.000    0.000    0.000 misc.py:117(Module)
        1    0.000    0.000    0.000    0.000 misc.py:127(MemInfoPointer)
        1    0.000    0.000    0.000    0.000 misc.py:178(EphemeralArray)
        1    0.000    0.000    0.000    0.000 misc.py:195(Object)
        1    0.000    0.000    0.000    0.000 misc.py:209(Optional)
        1    0.000    0.000    0.000    0.000 misc.py:279(ExceptionClass)
        1    0.000    0.000    0.000    0.000 misc.py:303(ExceptionInstance)
        2    0.000    0.000    0.000    0.000 misc.py:328(key)
        1    0.000    0.000    0.000    0.000 misc.py:333(SliceLiteral)
        1    0.000    0.000    0.000    0.000 misc.py:450(DeferredType)
        1    0.000    0.000    0.000    0.000 misc.py:478(ClassDataType)
        1    0.000    0.000    0.000    0.000 misc.py:521(__init__)
        1    0.000    0.000    0.000    0.000 misc.py:519(UnicodeType)
        1    0.000    0.000    0.000    0.000 castgraph.py:69(TypeGraph)
        1    0.000    0.000    0.000    0.000 errors.py:22(NumbaWarning)
        1    0.000    0.000    0.000    0.000 errors.py:49(NumbaDeprecationWarning)
        1    0.000    0.000    0.000    0.000 errors.py:80(NumbaInvalidConfigWarning)
        1    0.000    0.000    0.000    0.000 errors.py:86(NumbaPedanticWarning)
        1    0.000    0.000    0.000    0.000 errors.py:131(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:129(_DummyColorScheme)
        1    0.000    0.000    0.000    0.000 errors.py:214(ColorShell)
        1    0.000    0.000    0.000    0.000 errors.py:229(reset_terminal)
        1    0.000    0.000    0.000    0.000 errors.py:540(UnsupportedError)
        1    0.000    0.000    0.000    0.000 errors.py:560(RedefinedError)
        1    0.000    0.000    0.000    0.000 errors.py:567(NotDefinedError)
        1    0.000    0.000    0.000    0.000 errors.py:606(UnsupportedParforsError)
        1    0.000    0.000    0.000    0.000 errors.py:620(TypingError)
        1    0.000    0.000    0.000    0.000 errors.py:627(UntypedAttributeError)
        1    0.000    0.000    0.000    0.000 errors.py:656(ConstantInferenceError)
        1    0.000    0.000    0.000    0.000 errors.py:675(InternalTargetMismatchError)
        1    0.000    0.000    0.000    0.000 errors.py:694(ForceLiteralArg)
        1    0.000    0.000    0.000    0.000 errors.py:741(LiteralTypingError)
        1    0.000    0.000    0.000    0.000 ansi.py:25(AnsiCodes)
        1    0.000    0.000    0.000    0.000 ansi.py:36(AnsiCursor)
        1    0.000    0.000    0.000    0.000 ansi.py:93(AnsiStyle)
        1    0.000    0.000    0.000    0.000 utils.py:282(SortedMap)
        1    0.000    0.000    0.000    0.000 utils.py:326(cached_property)
        1    0.000    0.000    0.000    0.000 abstract.py:244(Number)
        1    0.000    0.000    0.000    0.000 abstract.py:238(Hashable)
        1    0.000    0.000    0.000    0.000 abstract.py:472(InitialValue)
        1    0.000    0.000    0.000    0.000 abstract.py:485(Poison)
        1    0.000    0.000    0.000    0.000 containers.py:29(Pair)
        1    0.000    0.000    0.000    0.000 containers.py:52(BaseContainerIterator)
        1    0.000    0.000    0.000    0.000 containers.py:78(BaseContainerPayload)
        1    0.000    0.000    0.000    0.000 containers.py:114(PyArray)
        1    0.000    0.000    0.000    0.000 containers.py:139(BaseTuple)
        1    0.000    0.000    0.000    0.000 containers.py:206(_HomogeneousTuple)
        4    0.000    0.000    0.000    0.000 containers.py:243(key)
        1    0.000    0.000    0.000    0.000 containers.py:228(UniTuple)
        1    0.000    0.000    0.000    0.000 containers.py:260(UniTupleIter)
        1    0.000    0.000    0.000    0.000 containers.py:299(Tuple)
        1    0.000    0.000    0.000    0.000 containers.py:355(StarArgTuple)
        1    0.000    0.000    0.000    0.000 containers.py:377(NamedUniTuple)
        1    0.000    0.000    0.000    0.000 containers.py:411(List)
        1    0.000    0.000    0.000    0.000 containers.py:581(SetIter)
        1    0.000    0.000    0.000    0.000 containers.py:612(ListType)
        1    0.000    0.000    0.000    0.000 containers.py:672(ListTypeIteratorType)
        1    0.000    0.000    0.000    0.000 containers.py:689(DictType)
        1    0.000    0.000    0.000    0.000 containers.py:764(LiteralStrKeyDict)
        1    0.000    0.000    0.000    0.000 cProfile.py:27(Profile)
        1    0.000    0.000    0.000    0.000 _runtests.py:35(_FailedFirstRunner)
        1    0.000    0.000    0.000    0.000 transforms.py:36(CallVisitor)
        1    0.000    0.000    0.000    0.000 loader.py:5(TestLoader)
        1    0.000    0.000    0.000    0.000 main.py:88(TestLister)
        1    0.000    0.000    0.000    0.000 main.py:104(SerialSuite)
        1    0.000    0.000    0.000    0.000 main.py:124(BasicTestRunner)
        1    0.000    0.000    0.000    0.000 main.py:489(IntPool)
        1    0.000    0.000    0.000    0.000 main.py:495(RefleakTestResult)
        1    0.000    0.000    0.000    0.000 main.py:573(RefleakTestRunner)
        1    0.000    0.000    0.000    0.000 main.py:577(ParallelTestResult)
        1    0.000    0.000    0.000    0.000 main.py:596(_MinimalResult)
        1    0.000    0.000    0.000    0.000 instructions.py:712(AtomicRMW)
        1    0.000    0.000    0.000    0.000 instructions.py:773(CatchClause)
        1    0.000    0.000    0.000    0.000 instructions.py:786(LandingPadInstr)
       18    0.000    0.000    0.000    0.000 builder.py:29(_binop)
        1    0.000    0.000    0.000    0.000 values.py:205(NamedValue)
        1    0.000    0.000    0.000    0.000 values.py:388(DIValue)
        1    0.000    0.000    0.000    0.000 values.py:518(AttributeSet)
        1    0.000    0.000    0.000    0.000 values.py:750(Argument)
        1    0.000    0.000    0.000    0.000 passmanagers.py:196(ModulePassManager)
        1    0.000    0.000    0.000    0.000 passmanagers.py:10(PruneStats)
        1    0.000    0.000    0.000    0.000 value.py:303(_ValueIterator)
        1    0.000    0.000    0.000    0.000 value.py:329(_AttributeIterator)
        1    0.000    0.000    0.000    0.000 value.py:344(_AttributeListIterator)
        1    0.000    0.000    0.000    0.000 module.py:204(_Iterator)
        1    0.000    0.000    0.000    0.000 module.py:248(_TypesIterator)
        1    0.000    0.000    0.000    0.000 types.py:305(HalfType)
        1    0.000    0.000    0.000    0.000 types.py:333(DoubleType)
        1    0.000    0.000    0.000    0.000 types.py:366(VectorType)
        1    0.000    0.000    0.000    0.000 types.py:539(LiteralStructType)
        1    0.000    0.000    0.000    0.000 types.py:566(IdentifiedStructType)
        1    0.000    0.000    0.000    0.000 _utils.py:4(DuplicatedNameError)
        1    0.000    0.000    0.000    0.000 _utils.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _utils.py:8(NameScope)
        1    0.000    0.000    0.000    0.000 types.py:14(Type)
        1    0.000    0.000    0.000    0.000 types.py:85(MetaDataType)
        1    0.000    0.000    0.000    0.000 types.py:109(PointerType)
        2    0.000    0.000    0.000    0.000 types.py:170(__init__)
        9    0.000    0.000    0.000    0.000 types.py:246(wrap_constant_value)
        1    0.000    0.000    0.000    0.000 types.py:289(_BaseFloatType)
        1    0.000    0.000    0.000    0.000 instructions.py:243(SwitchInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:277(SelectInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:304(CompareInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:337(ICMPInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:354(FCMPInstr)
        6    0.000    0.000    0.000    0.000 builder.py:45(_binop_with_overflow)
        3    0.000    0.000    0.000    0.000 builder.py:83(_uniop_intrinsic_int)
        1    0.000    0.000    0.000    0.000 instructions.py:187(Ret)
        1    0.000    0.000    0.000    0.000 instructions.py:570(InsertElement)
        1    0.000    0.000    0.000    0.000 instructions.py:591(ShuffleVector)
        1    0.000    0.000    0.000    0.000 instructions.py:623(ExtractValue)
        1    0.000    0.000    0.000    0.000 instructions.py:650(InsertValue)
        1    0.000    0.000    0.000    0.000 instructions.py:414(StoreInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:474(AllocaInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:12(Instruction)
        1    0.000    0.000    0.000    0.000 instructions.py:54(CallInstrAttributes)
        1    0.000    0.000    0.000    0.000 instructions.py:59(FastMathFlags)
        1    0.000    0.000    0.000    0.000 targets.py:116(TargetData)
        1    0.000    0.000    0.000    0.000 targets.py:259(TargetMachine)
        1    0.000    0.000    0.000    0.000 object_file.py:6(SectionIteratorRef)
        1    0.000    0.000    0.000    0.000 executionengine.py:220(_ObjectCacheRef)
        1    0.000    0.000    0.000    0.000 executionengine.py:290(_ObjectCacheData)
        1    0.000    0.000    0.000    0.000 markers.py:77(Value)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3130(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3203(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3213(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3523(MatchFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3591(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3818(NotAny)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3914(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3888(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3923(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4163(__lshift__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4141(Forward)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4222(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4226(TokenConverter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4234(Combine)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4296(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4299(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:195(_Constants)
        1    0.000    0.000    0.000    0.000 pyparsing.py:282(ParseFatalException)
        1    0.000    0.000    0.000    0.000 requirements.py:22(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 requirements.py:62(<lambda>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:460(__iter__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:666(<lambda>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:693(_asStringList)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2439(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2504(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2545(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2606(Word)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3064(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3097(_PositionToken)
        1    0.000    0.000    0.000    0.000 __init__.py:64(install)
        1    0.000    0.000    0.000    0.000 __init__.py:5(VendorImporter)
        1    0.000    0.000    0.000    0.000 version.py:67(_BaseVersion)
        1    0.000    0.000    0.000    0.000 _structures.py:7(InfinityType)
        1    0.000    0.000    0.000    0.000 _typing.py:27(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:33(metaclass)
        1    0.000    0.000    0.000    0.000 __init__.py:1575(EggProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1595(DefaultProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1625(EmptyProvider)
       12    0.000    0.000    0.000    0.000 __init__.py:1898(_warn_on_replacement)
        1    0.000    0.000    0.000    0.000 __init__.py:1868(FileMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:1909(PathMetadata)
        1    0.000    0.000    0.000    0.000 plistlib.py:139(Data)
        1    0.000    0.000    0.000    0.000 plistlib.py:247(_PlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:351(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:389(_PlistWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:530(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 cyaml.py:68(CSafeDumper)
        1    0.000    0.000    0.000    0.000 ffi.py:55(register)
        1    0.000    0.000    0.000    0.000 ffi.py:40(_LLVMLock)
        1    0.000    0.000    0.000    0.000 ffi.py:80(_lib_wrapper)
        2    0.000    0.000    0.000    0.000 ffi.py:247(__enter__)
        2    0.000    0.000    0.000    0.000 common.py:27(_is_shutting_down)
        1    0.000    0.000    0.000    0.000 utils.py:8(get_library_name)
        1    0.000    0.000    0.000    0.000 __init__.py:105(PEP440Warning)
        1    0.000    0.000    0.000    0.000 __init__.py:243(VersionConflict)
        1    0.000    0.000    0.000    0.000 __init__.py:275(ContextualVersionConflict)
        1    0.000    0.000    0.000    0.000 __init__.py:288(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 __init__.py:510(IResourceProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:893(subscribe)
        1    0.000    0.000    0.000    0.000 __init__.py:1095(ExtractionError)
        1    0.000    0.000    0.000    0.000 constructor.py:482(FullConstructor)
        2    0.000    0.000    0.000    0.000 representer.py:71(add_multi_representer)
        1    0.000    0.000    0.000    0.000 cyaml.py:44(CLoader)
        1    0.000    0.000    0.000    0.000 events.py:61(AliasEvent)
        1    0.000    0.000    0.000    0.000 events.py:75(SequenceStartEvent)
        1    0.000    0.000    0.000    0.000 nodes.py:25(ScalarNode)
        1    0.000    0.000    0.000    0.000 nodes.py:47(MappingNode)
        1    0.000    0.000    0.000    0.000 composer.py:11(Composer)
        1    0.000    0.000    0.000    0.000 constructor.py:19(BaseConstructor)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 context.py:219(Process)
        1    0.000    0.000    0.000    0.000 context.py:225(DefaultContext)
        1    0.000    0.000    0.000    0.000 context.py:297(SpawnContext)
        1    0.000    0.000    0.000    0.000 reduction.py:207(_C)
        1    0.000    0.000    0.000    0.000 reduction.py:247(AbstractReducer)
        1    0.000    0.000    0.000    0.000 __init__.py:351(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:362(YAMLObject)
        1    0.000    0.000    0.000    0.000 tokens.py:17(DirectiveToken)
        1    0.000    0.000    0.000    0.000 tokens.py:25(DocumentStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:42(BlockSequenceStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:54(FlowMappingStartToken)
        1    0.000    0.000    0.000    0.000 tokens.py:66(ValueToken)
        1    0.000    0.000    0.000    0.000 tokens.py:82(AnchorToken)
        1    0.000    0.000    0.000    0.000 _page_trend_test.py:409(_PageL)
        1    0.000    0.000    0.000    0.000 _mannwhitneyu.py:19(_MWU)
        3    0.000    0.000    0.000    0.000 init_utils.py:30(try_int)
        1    0.000    0.000    0.000    0.000 config.py:71(_EnvReloader)
        1    0.000    0.000    0.000    0.000 _multivariate.py:113(_PSD)
        1    0.000    0.000    0.000    0.000 _multivariate.py:218(multi_rv_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:681(multivariate_normal_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:820(matrix_normal_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1136(matrix_normal_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1295(dirichlet_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2229(wishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2774(invwishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2883(multinomial_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3212(multinomial_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3271(special_ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3393(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3425(ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3578(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3758(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3842(multivariate_t_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4163(multivariate_t_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4258(multivariate_hypergeom_gen)
        1    0.000    0.000    0.000    0.000 _qmc.py:796(LatinHypercube)
        1    0.000    0.000    0.000    0.000 _qmc.py:1327(MultinomialQMC)
        1    0.000    0.000    0.000    0.000 morestats.py:2163(__init__)
        1    0.000    0.000    0.000    0.000 _relative_risk.py:20(RelativeRiskResult)
        7    0.000    0.000    0.000    0.000 _bunch.py:129(<genexpr>)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:248(nbinom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:353(geom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:421(hypergeom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:574(nhypergeom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:785(poisson_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:851(planck_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:985(randint_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1064(zipf_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1237(dlaplace_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1312(skellam_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1372(yulesimon_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:1488(_nchypergeom_gen)
        1    0.000    0.000    0.000    0.000 _rvs_sampling.py:176(NumericalInverseHermite)
        1    0.000    0.000    0.000    0.000 _rbfinterp.py:132(RBFInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:156(PchipInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:364(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:464(CubicSpline)
        1    0.000    0.000    0.000    0.000 interpolate.py:2345(RegularGridInterpolator)
        1    0.000    0.000    0.000    0.000 polyint.py:15(_Interpolator1D)
        1    0.000    0.000    0.000    0.000 polyint.py:141(_Interpolator1DWithDerivatives)
        1    0.000    0.000    0.000    0.000 polyint.py:498(BarycentricInterpolator)
        1    0.000    0.000    0.000    0.000 fitpack2.py:573(InterpolatedUnivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:828(_BivariateSplineBase)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1183(LSQBivariateSpline)
        1    0.000    0.000    0.000    0.000 fitpack2.py:1278(RectBivariateSpline)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6773(powerlaw_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6826(powerlognorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6868(powernorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6908(rdist_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7096(reciprocal_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7177(rice_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7240(recipinvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7345(skewcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7411(skew_norm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7594(triang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8324(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8566(vonmises_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8674(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9028(argus_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9338(studentized_range_gen)
        1    0.000    0.000    0.000    0.000 interpolate.py:89(interp2d)
        1    0.000    0.000    0.000    0.000 interpolate.py:724(_PPolyBase)
        1    0.000    0.000    0.000    0.000 interpolate.py:949(PPoly)
        1    0.000    0.000    0.000    0.000 interpolate.py:1912(NdPPoly)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3386(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3429(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3482(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3533(hypsecant_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3700(invgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4178(invweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4239(johnsonsb_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4287(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4407(laplace_asymmetric_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4544(levy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4596(levy_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5218(loggamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5475(gilbrat_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5585(mielke_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5646(kappa4_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5902(kappa3_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6112(ncx2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6174(ncf_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6360(nct_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:486(arcsine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:531(FitDataError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:544(FitSolverError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:758(betaprime_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:878(burr_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:997(burr12_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1074(fisk_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1140(cauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1191(chi_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1260(chi2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1327(cosine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1374(dgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1431(dweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1599(exponnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1677(exponweib_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1741(exponpow_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1794(fatiguelife_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1871(foldcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2006(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2064(weibull_min_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2135(weibull_max_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2382(genexpon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2779(erlang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2918(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2971(genhyperbolic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3171(gompertz_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3315(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 radau.py:179(Radau)
        1    0.000    0.000    0.000    0.000 rk.py:526(RkDenseOutput)
        1    0.000    0.000    0.000    0.000 rk.py:551(Dop853DenseOutput)
        1    0.000    0.000    0.000    0.000 lsoda.py:175(LsodaDenseOutput)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:12(LRUDict)
        1    0.000    0.000    0.000    0.000 _quad_vec.py:29(SemiInfiniteFunc)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:66(ksone_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:123(kstwo_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:184(kstwobign_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:392(alpha_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:446(anglit_gen)
        1    0.000    0.000    0.000    0.000 quadpack.py:841(_OptFunc)
        1    0.000    0.000    0.000    0.000 _ode.py:105(ode)
        1    0.000    0.000    0.000    0.000 _ode.py:762(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _ode.py:777(IntegratorBase)
        1    0.000    0.000    0.000    0.000 _ode.py:1040(zvode)
        1    0.000    0.000    0.000    0.000 _ode.py:1199(dop853)
        1    0.000    0.000    0.000    0.000 _bvp.py:514(BVPResult)
        1    0.000    0.000    0.000    0.000 bdf.py:72(BDF)
        1    0.000    0.000    0.000    0.000 bdf.py:444(BdfDenseOutput)
        1    0.000    0.000    0.000    0.000 triangulation.py:5(Complex)
        1    0.000    0.000    0.000    0.000 triangulation.py:533(Vertex)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:128(EnergyState)
        1    0.000    0.000    0.000    0.000 quadpack.py:17(IntegrationWarning)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1349(_ConstraintWrapper)
        1    0.000    0.000    0.000    0.000 _root_scalar.py:19(MemoizeDer)
        1    0.000    0.000    0.000    0.000 zeros.py:33(RootResults)
        1    0.000    0.000    0.000    0.000 zeros.py:1029(TOMS748Solver)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:13(Storage)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:35(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:248(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 nonlin.py:479(Jacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:662(GenericBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:908(BroydenFirst)
        1    0.000    0.000    0.000    0.000 nonlin.py:1241(DiagBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:1309(LinearMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1418(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 report.py:6(ReportBase)
        1    0.000    0.000    0.000    0.000 report.py:47(SQPReport)
        1    0.000    0.000    0.000    0.000 lbfgsb.py:402(LbfgsInvHessProduct)
        1    0.000    0.000    0.000    0.000 utils.py:1296(_Dummy)
        1    0.000    0.000    0.000    0.000 utils.py:1962(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:2028(suppress_warnings)
        1    0.000    0.000    0.000    0.000 decorators.py:92(skipif)
        1    0.000    0.000    0.000    0.000 nosetester.py:112(NoseTester)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 argparse.py:748(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:906(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1028(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1171(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1586(_MutuallyExclusiveGroup)
