         6384841 function calls (6246808 primitive calls) in 1127.106 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 defchararray.py:17(<module>)
        9    0.000    0.000    0.002    0.000 fontconfig_pattern.py:119(parse)
        1    0.000    0.000    0.002    0.002 serialize.py:3(<module>)
        1    0.000    0.000    0.002    0.002 history.py:2(<module>)
   112/55    0.000    0.000    0.002    0.000 core.py:3654(copy)
      503    0.000    0.000    0.002    0.000 __init__.py:2385(yield_lines)
      448    0.000    0.000    0.002    0.000 colors.py:152(to_rgba)
        1    0.000    0.000    0.002    0.002 filters.py:4(<module>)
        1    0.000    0.000    0.002    0.002 lowering.py:1(<module>)
        1    0.000    0.000    0.002    0.002 sputils.py:2(<module>)
      666    0.001    0.000    0.002    0.000 ntpath.py:67(isabs)
     1786    0.001    0.000    0.002    0.000 genericpath.py:121(_splitext)
     5883    0.002    0.000    0.002    0.000 sre_parse.py:111(__init__)
        1    0.000    0.000    0.002    0.002 basic.py:70(BasicMagics)
     2658    0.001    0.000    0.002    0.000 __init__.py:2635(key)
      200    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(around)
        1    0.000    0.000    0.002    0.002 ticker.py:124(<module>)
     4350    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
        1    0.000    0.000    0.002    0.002 history.py:36(HistoryMagics)
     1689    0.001    0.000    0.002    0.000 sre_compile.py:423(_simple)
        1    0.000    0.000    0.002    0.002 linalg.py:10(<module>)
        1    0.000    0.000    0.002    0.002 socket.py:47(<module>)
        1    0.000    0.000    0.002    0.002 python.py:9(<module>)
   131/65    0.000    0.000    0.002    0.000 pyparsing.py:3363(copy)
        1    0.000    0.000    0.002    0.002 interpreter.py:1(<module>)
       63    0.000    0.000    0.002    0.000 colors.py:980(reversed)
     4433    0.001    0.000    0.002    0.000 typing.py:595(_is_dunder)
     1455    0.002    0.000    0.002    0.000 {method 'sub' of 're.Pattern' objects}
    61/11    0.000    0.000    0.002    0.000 pyparsing.py:3288(leaveWhitespace)
     1702    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:176(cb)
        1    0.000    0.000    0.002    0.002 klass.py:38(<module>)
       91    0.000    0.000    0.002    0.000 traitlets.py:789(__new__)
      188    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
     1333    0.000    0.000    0.002    0.000 re.py:172(match)
        1    0.000    0.000    0.002    0.002 _pep440.py:285(Version)
     1378    0.000    0.000    0.002    0.000 abc.py:137(__instancecheck__)
       28    0.001    0.000    0.002    0.000 util.py:183(_collapseStringToRanges)
        2    0.000    0.000    0.002    0.001 _util.py:1(<module>)
       35    0.000    0.000    0.002    0.000 argparse.py:632(_split_lines)
        1    0.000    0.000    0.002    0.002 grammar_parser.py:7(<module>)
        1    0.000    0.000    0.002    0.002 pty_spawn.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ansitowin32.py:2(<module>)
        1    0.000    0.000    0.002    0.002 iterative.py:1(<module>)
2289/2286    0.001    0.000    0.002    0.000 abstract.py:120(__eq__)
      667    0.000    0.000    0.002    0.000 genericpath.py:16(exists)
    19247    0.002    0.000    0.002    0.000 {built-in method posix.fspath}
    18000    0.002    0.000    0.002    0.000 shape_base.py:78(_atleast_2d_dispatcher)
        1    0.000    0.000    0.002    0.002 __init__.py:116(<module>)
        8    0.000    0.000    0.002    0.000 core.py:2619(__init__)
        3    0.000    0.000    0.002    0.001 patches.py:2159(pprint_styles)
       16    0.000    0.000    0.002    0.000 rcsetup.py:618(cycler)
       63    0.000    0.000    0.002    0.000 colors.py:999(<dictcomp>)
        1    0.000    0.000    0.002    0.002 vi.py:2(<module>)
        1    0.000    0.000    0.002    0.002 formatters.py:8(<module>)
        1    0.000    0.000    0.002    0.002 packages.py:1(<module>)
     1702    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:58(__init__)
        2    0.000    0.000    0.002    0.001 function_base.py:1(<module>)
        3    0.000    0.000    0.002    0.001 module.py:1(<module>)
       27    0.000    0.000    0.002    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.002    0.002 inputhook.py:24(<module>)
        3    0.000    0.000    0.002    0.001 pyparsing.py:1608(parseString)
       11    0.000    0.000    0.002    0.000 magic_arguments.py:108(__init__)
        1    0.000    0.000    0.002    0.002 _datasource.py:36(<module>)
        1    0.000    0.000    0.002    0.002 ElementTree.py:7(<module>)
        1    0.000    0.000    0.002    0.002 sbcsgroupprober.py:29(<module>)
       37    0.000    0.000    0.002    0.000 overload_glue.py:82(inner)
      674    0.001    0.000    0.002    0.000 font_manager.py:968(_json_decode)
      624    0.000    0.000    0.002    0.000 _inspect.py:96(getargspec)
        1    0.000    0.000    0.002    0.002 pathlib.py:1(<module>)
       11    0.000    0.000    0.002    0.000 argparse.py:1625(__init__)
     3534    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:416(parent)
       12    0.000    0.000    0.002    0.000 pyparsing.py:2653(__init__)
      434    0.001    0.000    0.002    0.000 enum.py:841(__and__)
        1    0.000    0.000    0.002    0.002 execution.py:2(<module>)
        8    0.000    0.000    0.002    0.000 typeconv.py:81(promote)
   112/55    0.000    0.000    0.002    0.000 core.py:3656(<listcomp>)
      872    0.001    0.000    0.002    0.000 copy.py:269(_reconstruct)
       27    0.000    0.000    0.002    0.000 traceback.py:318(extract)
        8    0.000    0.000    0.002    0.000 castgraph.py:125(promote)
      100    0.000    0.000    0.002    0.000 templates.py:868(make_overload_template)
        1    0.000    0.000    0.002    0.002 html.py:1(<module>)
      188    0.002    0.000    0.002    0.000 colors.py:1001(<listcomp>)
       35    0.000    0.000    0.002    0.000 textwrap.py:368(wrap)
        1    0.000    0.000    0.002    0.002 lapack.py:811(<module>)
        2    0.000    0.000    0.002    0.001 request.py:1(<module>)
     1378    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
      200    0.000    0.000    0.001    0.000 fromnumeric.py:3199(around)
        1    0.000    0.000    0.001    0.001 PngImagePlugin.py:34(<module>)
        3    0.000    0.000    0.001    0.000 patches.py:2163(<listcomp>)
 1623/397    0.000    0.000    0.001    0.000 abc.py:141(__subclasscheck__)
     7452    0.001    0.000    0.001    0.000 version.py:282(<genexpr>)
       55    0.000    0.000    0.001    0.000 core.py:3575(<listcomp>)
      540    0.000    0.000    0.001    0.000 __init__.py:1598(_has)
       14    0.001    0.000    0.001    0.000 {method 'read' of '_io.TextIOWrapper' objects}
       35    0.000    0.000    0.001    0.000 textwrap.py:342(wrap)
        1    0.000    0.000    0.001    0.001 diff.py:27(<module>)
     3775    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 pyplot.py:2025(_setup_pyplot_info_docstrings)
        1    0.000    0.000    0.001    0.001 __init__.py:152(<module>)
   131/65    0.000    0.000    0.001    0.000 pyparsing.py:3365(<listcomp>)
     5214    0.001    0.000    0.001    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
 1623/397    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
     5083    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:859(__exit__)
        1    0.000    0.000    0.001    0.001 traitlets.py:34(<module>)
        1    0.000    0.000    0.001    0.001 _common.py:5(<module>)
       19    0.000    0.000    0.001    0.000 _distn_infrastructure.py:2998(_attach_methods)
        1    0.000    0.000    0.001    0.001 axes3d.py:43(Axes3D)
2150/1339    0.001    0.000    0.001    0.000 typing.py:669(__hash__)
     4945    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
     3268    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:369(__init__)
        1    0.000    0.000    0.001    0.001 tokenize.py:11(<module>)
    13100    0.001    0.000    0.001    0.000 fromnumeric.py:2106(_sum_dispatcher)
       84    0.000    0.000    0.001    0.000 npydecl.py:326(_numpy_ufunc)
        1    0.000    0.000    0.001    0.001 minpack.py:1(<module>)
    13000    0.001    0.000    0.001    0.000 multiarray.py:716(dot)
        1    0.000    0.000    0.001    0.001 cookies.py:127(<module>)
        1    0.000    0.000    0.001    0.001 sjisprober.py:28(<module>)
        1    0.000    0.000    0.001    0.001 shutil.py:5(<module>)
        1    0.000    0.000    0.001    0.001 morestats.py:1(<module>)
     1450    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.001    0.001 cloudpickle.py:42(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:32(__enter__)
        1    0.000    0.000    0.001    0.001 __init__.py:189(_check_versions)
     5083    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:855(__enter__)
        1    0.000    0.000    0.001    0.001 header.py:5(<module>)
       14    0.000    0.000    0.001    0.000 __init__.py:2254(declare_namespace)
        1    0.000    0.000    0.001    0.001 cli.py:3(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:97(<module>)
      308    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
       25    0.000    0.000    0.001    0.000 pyparsing.py:1250(setParseAction)
        1    0.000    0.000    0.001    0.001 plistlib.py:47(<module>)
        1    0.000    0.000    0.001    0.001 pylab.py:2(<module>)
        1    0.000    0.000    0.001    0.001 typing.py:19(<module>)
        1    0.000    0.000    0.001    0.001 inspect.py:27(<module>)
       27    0.000    0.000    0.001    0.000 pyparsing.py:1039(_trim_arity)
      288    0.000    0.000    0.001    0.000 function_base.py:475(add_newdoc)
        1    0.000    0.000    0.001    0.001 api.py:11(<module>)
     2574    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
       61    0.000    0.000    0.001    0.000 pyparsing.py:3292(<listcomp>)
      122    0.000    0.000    0.001    0.000 __init__.py:1610(_get)
       11    0.000    0.000    0.001    0.000 decorator.py:177(create)
       15    0.000    0.000    0.001    0.000 dataclasses.py:476(_init_fn)
      294    0.001    0.000    0.001    0.000 {method 'read' of '_io.BufferedReader' objects}
    11412    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
     1369    0.001    0.000    0.001    0.000 posixpath.py:64(isabs)
     1168    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
      160    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(column_stack)
        1    0.000    0.000    0.001    0.001 script.py:1(<module>)
        1    0.000    0.000    0.001    0.001 registry.py:3(<module>)
        1    0.000    0.000    0.001    0.001 scimath.py:33(<module>)
      154    0.000    0.000    0.001    0.000 traceback.py:282(line)
        1    0.000    0.000    0.001    0.001 _add_newdocs.py:10(<module>)
      876    0.000    0.000    0.001    0.000 colors.py:106(_is_nth_color)
      200    0.000    0.000    0.001    0.000 fromnumeric.py:52(_wrapfunc)
        1    0.000    0.000    0.001    0.001 parser.py:1(<module>)
       31    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(linspace)
       37    0.000    0.000    0.001    0.000 overload_glue.py:239(glue_typing)
       26    0.000    0.000    0.001    0.000 pyparsing.py:1047(extract_stack)
       11    0.000    0.000    0.001    0.000 argparse.py:295(_format_usage)
        9    0.000    0.000    0.001    0.000 decorator.py:200(decorate)
      987    0.001    0.000    0.001    0.000 enum.py:381(__setattr__)
        1    0.000    0.000    0.001    0.001 prompt.py:26(<module>)
    24063    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.001    0.001 ivp.py:1(<module>)
        1    0.000    0.000    0.001    0.001 execution.py:176(ExecutionMagics)
        1    0.000    0.000    0.001    0.001 configurable.py:1(<module>)
       31    0.000    0.000    0.001    0.000 function_base.py:23(linspace)
       37    0.000    0.000    0.001    0.000 overload_glue.py:196(__call__)
        2    0.000    0.000    0.001    0.001 six.py:21(<module>)
        1    0.000    0.000    0.001    0.001 names.py:1(<module>)
       80    0.000    0.000    0.001    0.000 linecache.py:15(getline)
        1    0.000    0.000    0.001    0.001 dviread.py:18(<module>)
       65    0.001    0.000    0.001    0.000 enum.py:182(<setcomp>)
     6626    0.001    0.000    0.001    0.000 version.py:76(<lambda>)
        1    0.000    0.000    0.001    0.001 models.py:8(<module>)
        1    0.000    0.000    0.001    0.001 backend_tools.py:12(<module>)
       37    0.000    0.000    0.001    0.000 overload_glue.py:18(__init__)
        1    0.000    0.000    0.001    0.001 _pslinux.py:1590(Process)
       62    0.000    0.000    0.001    0.000 core.py:1304(__add__)
        1    0.000    0.000    0.001    0.001 sessions.py:9(<module>)
  254/153    0.000    0.000    0.001    0.000 core.py:1809(name)
       80    0.000    0.000    0.001    0.000 linecache.py:37(getlines)
       32    0.000    0.000    0.001    0.000 colors.py:287(to_rgba_array)
        1    0.000    0.000    0.001    0.001 lexer.py:9(<module>)
        3    0.000    0.000    0.001    0.000 npydecl.py:194(install_operations)
      159    0.000    0.000    0.001    0.000 colors.py:195(_to_rgba_no_colorcycle)
      666    0.001    0.000    0.001    0.000 ntpath.py:122(splitdrive)
        1    0.000    0.000    0.001    0.001 dataobject.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _linprog_ip.py:18(<module>)
        1    0.000    0.000    0.001    0.001 transforms.py:30(<module>)
        2    0.000    0.000    0.001    0.001 linecache.py:82(updatecache)
        1    0.000    0.000    0.001    0.001 nonlin.py:106(<module>)
        1    0.000    0.000    0.001    0.001 mstats_basic.py:4(<module>)
       14    0.000    0.000    0.001    0.000 __init__.py:2102(safe_listdir)
      816    0.001    0.000    0.001    0.000 __init__.py:3153(_find_adapter)
     1587    0.001    0.000    0.001    0.000 __init__.py:2810(__getattr__)
     5579    0.001    0.000    0.001    0.000 __init__.py:2344(_normalize_cached)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
      188    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
  203/106    0.000    0.000    0.001    0.000 core.py:1784(default_name)
       37    0.000    0.000    0.001    0.000 magic_arguments.py:228(add_to_parser)
        1    0.000    0.000    0.001    0.001 __init__.py:201(<module>)
      160    0.000    0.000    0.001    0.000 shape_base.py:612(column_stack)
     5367    0.001    0.000    0.001    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.001    0.001 pylab.py:37(PylabMagics)
      896    0.001    0.000    0.001    0.000 posixpath.py:144(basename)
        1    0.000    0.000    0.001    0.001 constructor.py:3(<module>)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:52(decorator)
     5982    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.001    0.001 builder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _hypotests.py:1(<module>)
        2    0.000    0.000    0.001    0.000 version.py:5(<module>)
        2    0.000    0.000    0.001    0.000 core.py:5552(srange)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:41(decorate)
     22/3    0.000    0.000    0.001    0.000 core.py:3734(streamline)
       37    0.000    0.000    0.001    0.000 argparse.py:1328(add_argument)
      631    0.001    0.000    0.001    0.000 typing.py:165(_collect_type_vars)
        1    0.000    0.000    0.001    0.001 csr.py:1(<module>)
    12060    0.001    0.000    0.001    0.000 inspect.py:2835(parameters)
       20    0.000    0.000    0.001    0.000 core.py:4671(parseImpl)
      176    0.000    0.000    0.001    0.000 typeconv.py:120(_cb_update)
        1    0.000    0.000    0.001    0.001 app.py:3(<module>)
      689    0.000    0.000    0.001    0.000 typing.py:351(<genexpr>)
        2    0.001    0.000    0.001    0.000 {method 'readlines' of '_io._IOBase' objects}
       22    0.000    0.000    0.001    0.000 gettext.py:624(gettext)
        1    0.000    0.000    0.001    0.001 __init__.py:330(_sanity_check)
      842    0.000    0.000    0.001    0.000 sre_parse.py:408(_uniq)
        1    0.000    0.000    0.001    0.001 core.py:5666(<listcomp>)
        1    0.000    0.000    0.001    0.001 abstract.py:1(<module>)
       22    0.000    0.000    0.001    0.000 gettext.py:585(dgettext)
       63    0.000    0.000    0.001    0.000 core.py:3706(__init__)
      395    0.000    0.000    0.001    0.000 abstract.py:48(_intern)
1452/1451    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
        1    0.000    0.000    0.001    0.001 vt100_parser.py:3(<module>)
     30/4    0.000    0.000    0.001    0.000 core.py:3607(streamline)
        1    0.000    0.000    0.001    0.001 arguments.py:1(<module>)
        1    0.000    0.000    0.001    0.001 case.py:1(<module>)
        1    0.000    0.000    0.001    0.001 adapters.py:9(<module>)
        1    0.000    0.000    0.001    0.001 chardistribution.py:28(<module>)
       14    0.000    0.000    0.001    0.000 core.py:116(doc_note)
    12530    0.001    0.000    0.001    0.000 inspect.py:2529(kind)
        3    0.000    0.000    0.001    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.001    0.001 constructor.py:171(SafeConstructor)
        7    0.000    0.000    0.001    0.000 nonlin.py:1610(_nonlin_wrapper)
        1    0.000    0.000    0.001    0.001 pickle.py:24(<module>)
       22    0.000    0.000    0.001    0.000 gettext.py:514(translation)
     72/4    0.000    0.000    0.001    0.000 core.py:875(_parseCache)
        1    0.000    0.000    0.001    0.001 sys_path.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tree.py:43(<module>)
        1    0.000    0.000    0.001    0.001 fontconfig_pattern.py:62(__init__)
        1    0.000    0.000    0.001    0.001 request.py:68(<module>)
    10031    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
      620    0.001    0.000    0.001    0.000 _inspect.py:65(getargs)
        1    0.000    0.000    0.001    0.001 linecache.py:6(<module>)
     1680    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:792(find_spec)
        1    0.001    0.001    0.001    0.001 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 magic_arguments.py:45(<module>)
        1    0.000    0.000    0.001    0.001 hmac.py:4(<module>)
        1    0.000    0.000    0.001    0.001 value.py:1(<module>)
      441    0.001    0.000    0.001    0.000 __init__.py:2891(<listcomp>)
    111/5    0.000    0.000    0.001    0.000 pyparsing.py:3319(streamline)
    10491    0.001    0.000    0.001    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.001    0.001 osm.py:5(<module>)
        3    0.000    0.000    0.001    0.000 loader.py:1(<module>)
        1    0.000    0.000    0.001    0.001 inputtransformer2.py:8(<module>)
        1    0.000    0.000    0.001    0.001 script.py:68(ScriptMagics)
        1    0.000    0.000    0.001    0.001 ElementTree.py:34(<module>)
        1    0.000    0.000    0.001    0.001 tz.py:9(<module>)
       13    0.000    0.000    0.001    0.000 docstring.py:61(<listcomp>)
        1    0.000    0.000    0.001    0.001 dataclasses.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pydoc.py:39(<module>)
        1    0.000    0.000    0.001    0.001 helpers.py:631(make_html_tags)
       13    0.000    0.000    0.001    0.000 enum.py:659(<listcomp>)
        1    0.000    0.000    0.001    0.001 helpers.py:573(_makeTags)
        1    0.000    0.000    0.001    0.001 fitpack.py:1(<module>)
       22    0.000    0.000    0.001    0.000 gettext.py:474(find)
        1    0.000    0.000    0.001    0.001 executionengine.py:1(<module>)
        1    0.000    0.000    0.001    0.001 extras.py:10(<module>)
    10031    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.001    0.000 core.py:1(<module>)
        1    0.000    0.000    0.001    0.001 processors.py:10(<module>)
        1    0.000    0.000    0.001    0.001 markers.py:4(<module>)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4875(_makeTags)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4904(makeHTMLTags)
        1    0.000    0.000    0.001    0.001 utils.py:5(<module>)
      419    0.000    0.000    0.001    0.000 typing.py:634(<genexpr>)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 processors.py:7(<module>)
      317    0.001    0.000    0.001    0.000 functions.py:245(__init__)
       19    0.000    0.000    0.001    0.000 dataclasses.py:562(_cmp_fn)
        1    0.000    0.000    0.001    0.001 _text_helpers.py:3(<module>)
      808    0.001    0.000    0.001    0.000 sre_parse.py:343(_escape)
      200    0.001    0.000    0.001    0.000 {method 'round' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 util.py:9(<module>)
       35    0.001    0.000    0.001    0.000 textwrap.py:233(_wrap_chunks)
    148/3    0.000    0.000    0.001    0.000 pyparsing.py:1370(_parseNoCache)
        1    0.000    0.000    0.001    0.001 _plotutils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 PyColorize.py:30(<module>)
        1    0.000    0.000    0.001    0.001 md.py:1(<module>)
     22/3    0.000    0.000    0.001    0.000 pyparsing.py:3397(parseImpl)
        4    0.000    0.000    0.001    0.000 tokenize.py:101(_compile)
     1450    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:35(_new_module)
      253    0.000    0.000    0.001    0.000 ffi.py:93(__getattr__)
        1    0.000    0.000    0.001    0.001 dates.py:169(<module>)
        1    0.000    0.000    0.001    0.001 socks.py:40(<module>)
      308    0.001    0.000    0.001    0.000 sre_compile.py:413(<listcomp>)
        1    0.000    0.000    0.001    0.001 interpolation.py:31(<module>)
       11    0.000    0.000    0.001    0.000 decorator.py:75(__init__)
     9267    0.001    0.000    0.001    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.001    0.001 minidom.py:16(<module>)
        1    0.000    0.000    0.001    0.001 keywords.py:1(<module>)
 3627/861    0.001    0.000    0.001    0.000 docstring.py:48(_recursive_subclasses)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
       23    0.000    0.000    0.001    0.000 overrides.py:227(decorator)
        1    0.000    0.000    0.001    0.001 basic.py:7(<module>)
      217    0.000    0.000    0.001    0.000 typing.py:212(_remove_dups_flatten)
       15    0.000    0.000    0.001    0.000 dataclasses.py:526(_repr_fn)
        1    0.000    0.000    0.001    0.001 base.py:9(<module>)
     20/6    0.000    0.000    0.001    0.000 core.py:4301(streamline)
     4351    0.001    0.000    0.001    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.001    0.001 osm.py:31(OSMagics)
       14    0.000    0.000    0.001    0.000 charts.py:74(__init_subclass__)
        1    0.000    0.000    0.001    0.001 typed_passes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sysconfig.py:10(<module>)
        1    0.000    0.000    0.001    0.001 tokenize.py:21(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:23(<module>)
     1679    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.001    0.000 pyparsing.py:4763(srange)
       34    0.000    0.000    0.001    0.000 contextlib.py:107(__enter__)
      176    0.000    0.000    0.001    0.000 typeconv.py:52(set_compatible)
        1    0.000    0.000    0.001    0.001 reader.py:1(<module>)
        1    0.000    0.000    0.001    0.001 qmc.py:233(<module>)
        1    0.000    0.000    0.001    0.001 events.py:1(<module>)
       32    0.000    0.000    0.001    0.000 __init__.py:620(__init__)
    54/10    0.000    0.000    0.001    0.000 pyparsing.py:3762(streamline)
        1    0.000    0.000    0.001    0.001 codata.py:1510(parse_constants_2018toXXXX)
        1    0.000    0.000    0.001    0.001 defaults.py:3(<module>)
       83    0.000    0.000    0.001    0.000 pyparsing.py:1821(__add__)
       38    0.000    0.000    0.001    0.000 typing.py:1202(_alias)
        1    0.000    0.000    0.001    0.001 type_check.py:3(<module>)
        9    0.000    0.000    0.001    0.000 typing.py:1342(_make_nmtuple)
     3956    0.001    0.000    0.001    0.000 version.py:314(<genexpr>)
        1    0.000    0.000    0.001    0.001 numerictypes.py:81(<module>)
       79    0.000    0.000    0.001    0.000 core.py:3532(__init__)
       32    0.000    0.000    0.001    0.000 _collections_abc.py:824(update)
        1    0.000    0.000    0.001    0.001 ir.py:1(<module>)
     1658    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:311(__enter__)
       56    0.000    0.000    0.001    0.000 __init__.py:1928(getLogger)
        1    0.000    0.000    0.001    0.001 patches.py:2201(BoxStyle)
     2186    0.000    0.000    0.001    0.000 inspect.py:80(ismethod)
        1    0.000    0.000    0.001    0.001 ansitowin32.py:64(AnsiToWin32)
       64    0.000    0.000    0.001    0.000 typing.py:445(__init__)
        1    0.000    0.000    0.001    0.001 _pocketfft.py:29(<module>)
        1    0.000    0.000    0.001    0.001 wcwidth.py:62(<module>)
     10/3    0.000    0.000    0.001    0.000 unicode.py:14(__get__)
        1    0.000    0.000    0.001    0.001 unix_events.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _linprog_util.py:3(<module>)
      522    0.000    0.000    0.001    0.000 sre_parse.py:84(opengroup)
       20    0.000    0.000    0.001    0.000 core.py:4839(parseImpl)
        1    0.000    0.000    0.001    0.001 datasetattributes.py:1(<module>)
     2714    0.000    0.000    0.001    0.000 util.py:184(is_consecutive)
        1    0.000    0.000    0.001    0.001 _linprog_highs.py:14(<module>)
       12    0.000    0.000    0.001    0.000 __init__.py:1821(_define_aliases)
       62    0.000    0.000    0.001    0.000 deprecation.py:192(finalize)
       35    0.000    0.000    0.001    0.000 textwrap.py:336(_split_chunks)
        1    0.000    0.000    0.001    0.001 dumper.py:2(<module>)
      498    0.001    0.000    0.001    0.000 function_base.py:2053(__init__)
      439    0.000    0.000    0.001    0.000 sre_parse.py:224(__init__)
       60    0.000    0.000    0.001    0.000 __init__.py:738(_open_file_or_url)
      133    0.000    0.000    0.001    0.000 pyparsing.py:3260(__init__)
     6630    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
        1    0.000    0.000    0.001    0.001 nrtopt.py:3(<module>)
       21    0.000    0.000    0.001    0.000 core.py:567(set_parse_action)
    24/12    0.000    0.000    0.001    0.000 core.py:4010(parseImpl)
        1    0.000    0.000    0.001    0.001 constant.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lil.py:2(<module>)
        1    0.000    0.000    0.001    0.001 errors.py:2(<module>)
        1    0.000    0.000    0.001    0.001 iterable.py:4(<module>)
        1    0.000    0.000    0.001    0.001 typing_extensions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 code.py:2(<module>)
        1    0.000    0.000    0.001    0.001 renderer.py:4(<module>)
        1    0.000    0.000    0.001    0.001 contingency.py:20(<module>)
       56    0.000    0.000    0.001    0.000 __init__.py:1216(getLogger)
        1    0.000    0.000    0.001    0.001 docstrings.py:16(<module>)
        1    0.000    0.000    0.001    0.001 untyped_passes.py:1(<module>)
      222    0.001    0.000    0.001    0.000 core.py:439(__init__)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
        1    0.000    0.000    0.001    0.001 base.py:14(<module>)
       10    0.000    0.000    0.001    0.000 core.py:2732(_generateDefaultName)
       13    0.000    0.000    0.001    0.000 argparse.py:391(_format_actions_usage)
       99    0.000    0.000    0.001    0.000 contextlib.py:210(contextmanager)
        1    0.000    0.000    0.001    0.001 __init__.py:36(_load_formatters)
        1    0.000    0.000    0.001    0.001 __init__.py:139(__getattr__)
        1    0.000    0.000    0.001    0.001 matfuncs.py:5(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:52(<module>)
        1    0.000    0.000    0.001    0.001 getlimits.py:94(_register_known_types)
     4159    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 dbapi2.py:23(<module>)
        1    0.000    0.000    0.001    0.001 _root_scalar.py:8(<module>)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3390(__init__)
        1    0.000    0.000    0.001    0.001 pdb.py:66(<module>)
        1    0.000    0.000    0.001    0.001 compressed.py:1(<module>)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:22(<module>)
     5598    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
       15    0.000    0.000    0.001    0.000 core.py:2733(charsAsStr)
